snapshot_id,market_id,source,snapshot_ts,outcome,price,implied_prob,volume,liquidity,raw
236,manifold:2qCUzAuzuz,manifold,1762626038,NO,0.5575026439460546,0.5575026439460546,210.0,210.0,"{""id"": ""2qCUzAuzuz"", ""creatorId"": ""1JGp2WQgojSQx6Q4VyV1Wdyg4r72"", ""creatorUsername"": ""RyanTyznar"", ""creatorName"": ""Ryan Tyznar"", ""createdTime"": 1762369767153, ""creatorAvatarUrl"": ""https://firebasestorage.googleapis.com/v0/b/mantic-markets.appspot.com/o/user-images%2FRyanTyznar%2FRZssNJOM2d.webp?alt=media&token=130489a9-6b67-4902-931a-06c51509a933"", ""closeTime"": 1767225540000, ""question"": ""New Glenn Successful 1st stage landing on 2nd flight?"", ""slug"": ""new-glenn-successful-1st-stage-land"", ""url"": ""https://manifold.markets/RyanTyznar/new-glenn-successful-1st-stage-land"", ""pool"": {""NO"": 710.3134774798846, ""YES"": 922.3809523809523}, ""probability"": 0.44249735605394536, ""p"": 0.507554218155979, ""totalLiquidity"": 810, ""outcomeType"": ""BINARY"", ""mechanism"": ""cpmm-1"", ""volume"": 210, ""volume24Hours"": 0, ""isResolved"": false, ""uniqueBettorCount"": 3, ""lastUpdatedTime"": 1762455007300, ""lastBetTime"": 1762455007300, ""lastCommentTime"": 1762439197056}"
233,manifold:O8ytgNPAyR,manifold,1762626033,YES,0.056128196652747916,0.056128196652747916,321.0,321.0,"{""id"": ""O8ytgNPAyR"", ""creatorId"": ""5tRRokoRHXdoiblRaEE6HDguhgB3"", ""creatorUsername"": ""RobinGreen"", ""creatorName"": ""Robin Green"", ""createdTime"": 1762370742617, ""creatorAvatarUrl"": ""https://lh3.googleusercontent.com/a/AEdFTp5E-q_bZ3CRRdAyvsBKzjKhaVimPpY3ue3d3lKmaA=s96-c"", ""closeTime"": 1767225540000, ""question"": ""Humanoid robot attends theatre performance to allow remote viewing by December 31, 2025"", ""slug"": ""humanoid-robot-attends-theatre-perf"", ""url"": ""https://manifold.markets/RobinGreen/humanoid-robot-attends-theatre-perf"", ""pool"": {""NO"": 24.385633270321378, ""YES"": 410.077519379845}, ""probability"": 0.056128196652747916, ""p"": 0.49999999999999994, ""totalLiquidity"": 100, ""outcomeType"": ""BINARY"", ""mechanism"": ""cpmm-1"", ""volume"": 321, ""volume24Hours"": 0, ""isResolved"": false, ""uniqueBettorCount"": 5, ""lastUpdatedTime"": 1762416720117, ""lastBetTime"": 1762416720117, ""lastCommentTime"": 1762411737665}"
234,manifold:O8ytgNPAyR,manifold,1762626033,NO,0.9438718033472521,0.9438718033472521,321.0,321.0,"{""id"": ""O8ytgNPAyR"", ""creatorId"": ""5tRRokoRHXdoiblRaEE6HDguhgB3"", ""creatorUsername"": ""RobinGreen"", ""creatorName"": ""Robin Green"", ""createdTime"": 1762370742617, ""creatorAvatarUrl"": ""https://lh3.googleusercontent.com/a/AEdFTp5E-q_bZ3CRRdAyvsBKzjKhaVimPpY3ue3d3lKmaA=s96-c"", ""closeTime"": 1767225540000, ""question"": ""Humanoid robot attends theatre performance to allow remote viewing by December 31, 2025"", ""slug"": ""humanoid-robot-attends-theatre-perf"", ""url"": ""https://manifold.markets/RobinGreen/humanoid-robot-attends-theatre-perf"", ""pool"": {""NO"": 24.385633270321378, ""YES"": 410.077519379845}, ""probability"": 0.056128196652747916, ""p"": 0.49999999999999994, ""totalLiquidity"": 100, ""outcomeType"": ""BINARY"", ""mechanism"": ""cpmm-1"", ""volume"": 321, ""volume24Hours"": 0, ""isResolved"": false, ""uniqueBettorCount"": 5, ""lastUpdatedTime"": 1762416720117, ""lastBetTime"": 1762416720117, ""lastCommentTime"": 1762411737665}"
231,manifold:c09PLgpSZs,manifold,1762626015,YES,0.4,0.4,139.6496580927726,139.6496580927726,"{""id"": ""c09PLgpSZs"", ""creatorId"": ""EN2YQcXAMygm38Q7WhqAQTduXeD2"", ""creatorUsername"": ""Gugra"", ""creatorName"": ""Gugra"", ""createdTime"": 1762372705102, ""creatorAvatarUrl"": ""https://firebasestorage.googleapis.com/v0/b/mantic-markets.appspot.com/o/user-images%2FGugra%2FPzPuwZc894.avif?alt=media&token=de3744da-b4de-4a58-8133-a6660deb54e0"", ""closeTime"": 1798761540000, ""question"": ""Number of murders in New York increase >15% in 2026 compared to 2025"", ""slug"": ""number-of-murders-in-new-york-incre"", ""url"": ""https://manifold.markets/Gugra/number-of-murders-in-new-york-incre"", ""pool"": {""NO"": 81.6496580927726, ""YES"": 122.47448713915894}, ""probability"": 0.4, ""p"": 0.5000000000000001, ""totalLiquidity"": 100, ""outcomeType"": ""BINARY"", ""mechanism"": ""cpmm-1"", ""volume"": 139.6496580927726, ""volume24Hours"": 0, ""isResolved"": false, ""uniqueBettorCount"": 5, ""lastUpdatedTime"": 1762458061462, ""lastBetTime"": 1762452685262, ""lastCommentTime"": 1762458061435}"
232,manifold:c09PLgpSZs,manifold,1762626015,NO,0.6,0.6,139.6496580927726,139.6496580927726,"{""id"": ""c09PLgpSZs"", ""creatorId"": ""EN2YQcXAMygm38Q7WhqAQTduXeD2"", ""creatorUsername"": ""Gugra"", ""creatorName"": ""Gugra"", ""createdTime"": 1762372705102, ""creatorAvatarUrl"": ""https://firebasestorage.googleapis.com/v0/b/mantic-markets.appspot.com/o/user-images%2FGugra%2FPzPuwZc894.avif?alt=media&token=de3744da-b4de-4a58-8133-a6660deb54e0"", ""closeTime"": 1798761540000, ""question"": ""Number of murders in New York increase >15% in 2026 compared to 2025"", ""slug"": ""number-of-murders-in-new-york-incre"", ""url"": ""https://manifold.markets/Gugra/number-of-murders-in-new-york-incre"", ""pool"": {""NO"": 81.6496580927726, ""YES"": 122.47448713915894}, ""probability"": 0.4, ""p"": 0.5000000000000001, ""totalLiquidity"": 100, ""outcomeType"": ""BINARY"", ""mechanism"": ""cpmm-1"", ""volume"": 139.6496580927726, ""volume24Hours"": 0, ""isResolved"": false, ""uniqueBettorCount"": 5, ""lastUpdatedTime"": 1762458061462, ""lastBetTime"": 1762452685262, ""lastCommentTime"": 1762458061435}"
229,manifold:9hZUgO50EL,manifold,1762626005,YES,0.19378991018455444,0.19378991018455444,1735.9154191238124,1735.9154191238124,"{""id"": ""9hZUgO50EL"", ""creatorId"": ""y1hb6k7txdZPV5mgyxPFApZ7nQl2"", ""creatorUsername"": ""IsaacKing"", ""creatorName"": ""Isaac King"", ""createdTime"": 1762375080069, ""creatorAvatarUrl"": ""https://firebasestorage.googleapis.com/v0/b/mantic-markets.appspot.com/o/user-images%2FIsaacKing%2FfP-MqjWonh.jpg?alt=media&token=e21d446d-75e0-4ab8-8e7c-a7b2af67e4cc"", ""closeTime"": 1988236740000, ""question"": ""Will groypers win over the GOP before 2033?"", ""slug"": ""will-groypers-win-over-the-gop-befo"", ""url"": ""https://manifold.markets/IsaacKing/will-groypers-win-over-the-gop-befo"", ""pool"": {""NO"": 490.2769392424592, ""YES"": 2039.6635451488469}, ""probability"": 0.19378991018455444, ""p"": 0.5000000000000001, ""totalLiquidity"": 1000, ""outcomeType"": ""BINARY"", ""mechanism"": ""cpmm-1"", ""volume"": 1735.9154191238124, ""volume24Hours"": 0, ""isResolved"": false, ""uniqueBettorCount"": 5, ""lastUpdatedTime"": 1762473891486, ""lastBetTime"": 1762473891486, ""lastCommentTime"": 1762385433986}"
230,manifold:9hZUgO50EL,manifold,1762626005,NO,0.8062100898154456,0.8062100898154456,1735.9154191238124,1735.9154191238124,"{""id"": ""9hZUgO50EL"", ""creatorId"": ""y1hb6k7txdZPV5mgyxPFApZ7nQl2"", ""creatorUsername"": ""IsaacKing"", ""creatorName"": ""Isaac King"", ""createdTime"": 1762375080069, ""creatorAvatarUrl"": ""https://firebasestorage.googleapis.com/v0/b/mantic-markets.appspot.com/o/user-images%2FIsaacKing%2FfP-MqjWonh.jpg?alt=media&token=e21d446d-75e0-4ab8-8e7c-a7b2af67e4cc"", ""closeTime"": 1988236740000, ""question"": ""Will groypers win over the GOP before 2033?"", ""slug"": ""will-groypers-win-over-the-gop-befo"", ""url"": ""https://manifold.markets/IsaacKing/will-groypers-win-over-the-gop-befo"", ""pool"": {""NO"": 490.2769392424592, ""YES"": 2039.6635451488469}, ""probability"": 0.19378991018455444, ""p"": 0.5000000000000001, ""totalLiquidity"": 1000, ""outcomeType"": ""BINARY"", ""mechanism"": ""cpmm-1"", ""volume"": 1735.9154191238124, ""volume24Hours"": 0, ""isResolved"": false, ""uniqueBettorCount"": 5, ""lastUpdatedTime"": 1762473891486, ""lastBetTime"": 1762473891486, ""lastCommentTime"": 1762385433986}"
227,manifold:ulAZUNPnzq,manifold,1762626000,YES,0.6800000000000002,0.6800000000000002,59.25049425422282,59.25049425422282,"{""id"": ""ulAZUNPnzq"", ""creatorId"": ""l6DSFh0YDTcCL8q9S5QYBrMCYoY2"", ""creatorUsername"": ""HenryRodgers"", ""creatorName"": ""Henry Rodgers"", ""createdTime"": 1762376075067, ""creatorAvatarUrl"": ""https://lh3.googleusercontent.com/a/ACg8ocLu9NX_k4jmJ3xOV5SH9dX3TNOPjukiwE9dhax0gZLEt3wnbQ=s96-c"", ""closeTime"": 1788217140000, ""question"": ""Will Mamdani endorse Hochul in the 2026 Democratic Primary for Governor of New York?"", ""slug"": ""will-mamdani-endorse-hochul-in-the"", ""url"": ""https://manifold.markets/HenryRodgers/will-mamdani-endorse-hochul-in-the"", ""pool"": {""NO"": 145.77379737113253, ""YES"": 68.59943405700355}, ""probability"": 0.6800000000000002, ""p"": 0.5000000000000002, ""totalLiquidity"": 100, ""outcomeType"": ""BINARY"", ""mechanism"": ""cpmm-1"", ""volume"": 165.72016742027006, ""volume24Hours"": 59.25049425422282, ""isResolved"": false, ""uniqueBettorCount"": 8, ""lastUpdatedTime"": 1762547782742, ""lastBetTime"": 1762547782742}"
228,manifold:ulAZUNPnzq,manifold,1762626000,NO,0.31999999999999984,0.31999999999999984,59.25049425422282,59.25049425422282,"{""id"": ""ulAZUNPnzq"", ""creatorId"": ""l6DSFh0YDTcCL8q9S5QYBrMCYoY2"", ""creatorUsername"": ""HenryRodgers"", ""creatorName"": ""Henry Rodgers"", ""createdTime"": 1762376075067, ""creatorAvatarUrl"": ""https://lh3.googleusercontent.com/a/ACg8ocLu9NX_k4jmJ3xOV5SH9dX3TNOPjukiwE9dhax0gZLEt3wnbQ=s96-c"", ""closeTime"": 1788217140000, ""question"": ""Will Mamdani endorse Hochul in the 2026 Democratic Primary for Governor of New York?"", ""slug"": ""will-mamdani-endorse-hochul-in-the"", ""url"": ""https://manifold.markets/HenryRodgers/will-mamdani-endorse-hochul-in-the"", ""pool"": {""NO"": 145.77379737113253, ""YES"": 68.59943405700355}, ""probability"": 0.6800000000000002, ""p"": 0.5000000000000002, ""totalLiquidity"": 100, ""outcomeType"": ""BINARY"", ""mechanism"": ""cpmm-1"", ""volume"": 165.72016742027006, ""volume24Hours"": 59.25049425422282, ""isResolved"": false, ""uniqueBettorCount"": 8, ""lastUpdatedTime"": 1762547782742, ""lastBetTime"": 1762547782742}"
225,manifold:SqycQ8cdtS,manifold,1762625996,YES,0.2561656050186597,0.2561656050186597,119.9814258148624,119.9814258148624,"{""id"": ""SqycQ8cdtS"", ""creatorId"": ""NIQWezhBQuUnBOGx6oYqBDmvBQ33"", ""creatorUsername"": ""level2"", ""creatorName"": ""James Oofou"", ""createdTime"": 1762376522547, ""creatorAvatarUrl"": ""https://lh3.googleusercontent.com/a/ACg8ocL7EYj6UfxXJFRP6z2u-mm-XrlGTzcxE1AFlOscXvvY=s96-c"", ""closeTime"": 1830297540000, ""question"": ""NVDA > $400 at EOY 2027?"", ""slug"": ""nvda-400-at-eoy-2027"", ""url"": ""https://manifold.markets/level2/nvda-400-at-eoy-2027"", ""pool"": {""NO"": 58.684347548005185, ""YES"": 170.403189569753}, ""probability"": 0.2561656050186597, ""p"": 0.5, ""totalLiquidity"": 100, ""outcomeType"": ""BINARY"", ""mechanism"": ""cpmm-1"", ""volume"": 119.9814258148624, ""volume24Hours"": 0, ""isResolved"": false, ""uniqueBettorCount"": 3, ""lastUpdatedTime"": 1762452074551, ""lastBetTime"": 1762452074551}"
226,manifold:SqycQ8cdtS,manifold,1762625996,NO,0.7438343949813403,0.7438343949813403,119.9814258148624,119.9814258148624,"{""id"": ""SqycQ8cdtS"", ""creatorId"": ""NIQWezhBQuUnBOGx6oYqBDmvBQ33"", ""creatorUsername"": ""level2"", ""creatorName"": ""James Oofou"", ""createdTime"": 1762376522547, ""creatorAvatarUrl"": ""https://lh3.googleusercontent.com/a/ACg8ocL7EYj6UfxXJFRP6z2u-mm-XrlGTzcxE1AFlOscXvvY=s96-c"", ""closeTime"": 1830297540000, ""question"": ""NVDA > $400 at EOY 2027?"", ""slug"": ""nvda-400-at-eoy-2027"", ""url"": ""https://manifold.markets/level2/nvda-400-at-eoy-2027"", ""pool"": {""NO"": 58.684347548005185, ""YES"": 170.403189569753}, ""probability"": 0.2561656050186597, ""p"": 0.5, ""totalLiquidity"": 100, ""outcomeType"": ""BINARY"", ""mechanism"": ""cpmm-1"", ""volume"": 119.9814258148624, ""volume24Hours"": 0, ""isResolved"": false, ""uniqueBettorCount"": 3, ""lastUpdatedTime"": 1762452074551, ""lastBetTime"": 1762452074551}"
223,manifold:sg2hlUqLqn,manifold,1762625987,YES,0.2082248828735035,0.2082248828735035,10.0,10.0,"{""id"": ""sg2hlUqLqn"", ""creatorId"": ""zqqoeuJniWPIhVuAEnS1oTE4S5t1"", ""creatorUsername"": ""KasandraOlson"", ""creatorName"": ""Kasandra Olson"", ""createdTime"": 1762377331866, ""creatorAvatarUrl"": ""https://lh3.googleusercontent.com/a/ACg8ocJfJxk_nkR_q95gCYsJIGUlPZ5bdOlnvHSHeyM9_dB9DSZORo_E=s96-c"", ""closeTime"": 1765756740000, ""question"": ""\""Will Google DeepMind release a system where the AI itself (not human engineers) generates improvements to its own code"", ""slug"": ""will-google-deepmind-release-a-syst"", ""url"": ""https://manifold.markets/KasandraOlson/will-google-deepmind-release-a-syst"", ""pool"": {""NO"": 51.28205128205127, ""YES"": 195}, ""probability"": 0.2082248828735035, ""p"": 0.5000000000000002, ""totalLiquidity"": 100, ""outcomeType"": ""BINARY"", ""mechanism"": ""cpmm-1"", ""volume"": 95, ""volume24Hours"": 10, ""isResolved"": false, ""uniqueBettorCount"": 4, ""lastUpdatedTime"": 1762585862050, ""lastBetTime"": 1762585862050}"
